1,0.0
1,0.6931471805599453
1,1.9459101490553128
1,2.995732273553991
1,3.9889840465642745
1,4.997212273764115
1,5.998936561946683
1,6.999422467507961
1,7.99967857949945
1,8.999989642460726
1,9.768755439335086
2,0.0
2,0.6931471805599453
2,1.9459101490553128
2,2.995732273553991
2,3.9889840465642745
2,4.997212273764115
2,5.998936561946683
2,6.999422467507961
2,7.99967857949945
2,8.999989642460726
2,9.768755439335086
3,0.0
3,0.6931471805599453
3,1.9459101490553128
3,2.995732273553991
3,3.9889840465642745
3,4.997212273764115
3,5.998936561946683
3,6.999422467507961
3,7.99967857949945
3,8.999989642460726
3,9.768755439335086
4,0.0
4,0.6931471805599453
4,1.9459101490553128
4,2.995732273553991
4,3.9889840465642745
4,4.997212273764115
4,5.998936561946683
4,6.999422467507961
4,7.99967857949945
4,8.999989642460726
4,9.768755439335086
5,0.0
5,0.6931471805599453
5,1.9459101490553128
5,2.995732273553991
5,3.9889840465642745
5,4.997212273764115
5,5.998936561946683
5,6.999422467507961
5,7.99967857949945
5,8.999989642460726
5,9.768755439335086
6,0.0
6,0.6931471805599453
6,1.9459101490553128
6,2.995732273553991
6,3.9889840465642745
6,4.997212273764115
6,5.998936561946683
6,6.999422467507961
6,7.99967857949945
6,8.999989642460726
6,9.768755439335086
