175M, 26.7, 26.7, 26.7, 26.6, 26.6, 26.9, 26.4, 26.4, 26.4, 24.4, 23.6, 22.8, 24.3, 26.7, 27.6, 28.0, 29.3, 29.8, 29.2, 29.7,28.9, 28.9, 28.9, 29.0, 29.0, 29.1, 28.9, 28.2, 28.3, 26.5, 27.0, 26.2, 27.4, 28.4, 28.9, 30.0, 30.4, 30.6, 30.1, 30.4,10.7, 10.8, 10.8, 10.7, 10.7, 10.4, 10.0, 7.9, 7.9, 7.4, 8.7, 10.6, 12.1, 13.3, 13.5, 14.3, 15.6, 15.9, 15.7, 15.6,2.3, 2.3, 2.4, 2.4, 2.5, 3.0, 3.4, 3.8, 3.4, 2.2, 3.5, 3.7, 6.2, 9.4, 12.3, 14.7, 15.7, 15.6, 15.9, 16.1,7.0, 7.0, 7.1, 7.2, 7.4, 8.8, 9.4, 9.3, 9.6, 8.9, 11.7, 13.1, 16.7, 18.5, 19.4, 20.4, 21.3, 21.6, 21.7, 21.9,
615M, 34.3, 34.3, 34.3, 34.2, 34.2, 34.2, 34.3, 34.2, 34.4, 34.8, 35.0, 35.2, 35.0, 35.0, 35.7, 36.8, 38.3, 39.2, 39.1, 40.0,32.1, 32.1, 32.1, 32.1, 32.1, 32.1, 32.1, 32.2, 32.3, 32.9, 32.9, 33.7, 33.5, 33.4, 33.7, 34.6, 36.0, 36.7, 36.4, 36.9,15.2, 15.1, 15.1, 15.2, 15.2, 15.2, 15.2, 15.3, 15.3, 14.9, 14.7, 15.5, 16.1, 15.8, 17.8, 19.3, 19.7, 21.1, 21.1, 20.1,2.2, 2.2, 2.2, 2.2, 2.2, 2.2, 2.2, 2.5, 3.0, 4.7, 5.9, 6.0, 8.3, 8.7, 17.0, 19.7, 20.9, 22.0, 22.5, 22.6,9.6, 9.6, 9.7, 9.6, 9.6, 9.6, 9.8, 9.9, 11.1, 13.5, 15.2, 16.2, 18.7, 17.8, 23.9, 25.8, 26.7, 26.8, 27.1, 27.8,
big, 40.4, 40.4, 40.4, 40.4, 40.4, 40.4, 40.4, 40.4, 40.5, 40.8, 41.2, 41.0, 40.4, 39.1, 38.9, 39.2, 40.2, 41.4, 41.1, 41.9,35.1, 35.1, 35.1, 35.1, 35.1, 35.1, 35.1, 35.1, 35.2, 35.5, 36.2, 36.4, 35.0, 34.8, 34.8, 35.8, 36.7, 37.7, 37.1, 37.7,16.3, 16.3, 16.3, 16.3, 16.3, 16.3, 16.3, 16.3, 16.2, 15.3, 15.2, 16.1, 17.3, 18.5, 18.4, 19.5, 19.5, 19.2, 19.3, 19.5,3.2, 3.2, 3.2, 3.2, 3.2, 3.2, 3.3, 3.3, 3.8, 5.2, 5.8, 6.4, 11.0, 15.7, 16.6, 21.4, 22.3, 23.2, 23.6, 23.6,12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.5, 14.8, 16.5, 18.0, 21.8, 23.4, 23.5, 26.7, 27.5, 27.8, 28.2, 28.5,
